Year,Geography,Age group,Sex,GeoCode,Value
2015,Newfoundland and Labrador,65 years and over,Males,10,86.2
2015,Newfoundland and Labrador,65 years and over,Females,10,87.3
2015,Prince Edward Island,"Total, 12 years and over",Both sexes,11,94.2
2015,Prince Edward Island,"Total, 12 years and over",Males,11,94.8
2015,Prince Edward Island,"Total, 12 years and over",Females,11,93.6
2015,Prince Edward Island,12 to 17 years,Both sexes,11,99.2
2015,Prince Edward Island,12 to 17 years,Males,11,98.4
2015,Prince Edward Island,12 to 17 years,Females,11,100.0
2015,Prince Edward Island,18 to 34 years,Both sexes,11,95.6
2015,Prince Edward Island,18 to 34 years,Males,11,99.3
2015,Prince Edward Island,18 to 34 years,Females,11,92.0
2015,Prince Edward Island,35 to 49 years,Both sexes,11,94.7
2015,Prince Edward Island,35 to 49 years,Males,11,93.0
2015,Prince Edward Island,35 to 49 years,Females,11,96.4
2015,Prince Edward Island,50 to 64 years,Both sexes,11,92.6
2015,Prince Edward Island,50 to 64 years,Males,11,92.5
2015,Prince Edward Island,50 to 64 years,Females,11,92.8
2015,Prince Edward Island,65 years and over,Both sexes,11,92.0
2015,Prince Edward Island,65 years and over,Males,11,93.0
2015,Prince Edward Island,65 years and over,Females,11,91.2
2015,Nova Scotia,"Total, 12 years and over",Both sexes,12,92.3
2015,Nova Scotia,"Total, 12 years and over",Males,12,91.8
2015,Nova Scotia,"Total, 12 years and over",Females,12,92.8
2015,Nova Scotia,12 to 17 years,Both sexes,12,98.8
2015,Nova Scotia,12 to 17 years,Males,12,100.0
2015,Nova Scotia,12 to 17 years,Females,12,97.6
2015,Nova Scotia,18 to 34 years,Both sexes,12,92.9
2015,Nova Scotia,18 to 34 years,Males,12,90.4
2015,Nova Scotia,18 to 34 years,Females,12,95.5
2015,Nova Scotia,35 to 49 years,Both sexes,12,95.3
2015,Nova Scotia,35 to 49 years,Males,12,94.8
2015,Nova Scotia,35 to 49 years,Females,12,95.7
2015,Nova Scotia,50 to 64 years,Both sexes,12,90.4
2015,Nova Scotia,50 to 64 years,Males,12,91.0
2015,Nova Scotia,50 to 64 years,Females,12,90.0
2015,Nova Scotia,65 years and over,Both sexes,12,88.4
2015,Nova Scotia,65 years and over,Males,12,87.9
2015,Nova Scotia,65 years and over,Females,12,88.7
2015,New Brunswick,"Total, 12 years and over",Both sexes,13,90.0
2015,New Brunswick,"Total, 12 years and over",Males,13,91.7
2015,New Brunswick,"Total, 12 years and over",Females,13,88.4
2015,New Brunswick,12 to 17 years,Both sexes,13,96.3
2015,New Brunswick,12 to 17 years,Males,13,95.9
2015,New Brunswick,12 to 17 years,Females,13,96.8
2015,New Brunswick,18 to 34 years,Both sexes,13,90.5
2015,New Brunswick,18 to 34 years,Males,13,95.8
2015,New Brunswick,18 to 34 years,Females,13,85.1
2015,New Brunswick,35 to 49 years,Both sexes,13,91.6
2015,New Brunswick,35 to 49 years,Males,13,93.5
2015,New Brunswick,35 to 49 years,Females,13,90.0
2015,New Brunswick,50 to 64 years,Both sexes,13,87.7
2015,New Brunswick,50 to 64 years,Males,13,90.1
2015,New Brunswick,50 to 64 years,Females,13,85.5
2015,New Brunswick,65 years and over,Both sexes,13,88.4
2015,New Brunswick,65 years and over,Males,13,85.1
2015,New Brunswick,65 years and over,Females,13,91.0
2015,Quebec,"Total, 12 years and over",Both sexes,24,93.5
2015,Quebec,"Total, 12 years and over",Males,24,93.7
2015,Quebec,"Total, 12 years and over",Females,24,93.2
2015,Quebec,12 to 17 years,Both sexes,24,96.4
2015,Quebec,12 to 17 years,Males,24,96.4
2015,Quebec,12 to 17 years,Females,24,96.3
2015,Quebec,18 to 34 years,Both sexes,24,95.8
2015,Quebec,18 to 34 years,Males,24,96.1
2015,Quebec,18 to 34 years,Females,24,95.4
2015,Quebec,35 to 49 years,Both sexes,24,93.7
2015,Quebec,35 to 49 years,Males,24,93.5
2015,Quebec,35 to 49 years,Females,24,93.9
2015,Quebec,50 to 64 years,Both sexes,24,92.4
2015,Quebec,50 to 64 years,Males,24,93.1
2015,Quebec,50 to 64 years,Females,24,91.6
2015,Quebec,65 years and over,Both sexes,24,90.5
2015,Quebec,65 years and over,Males,24,90.1
2015,Quebec,65 years and over,Females,24,90.7
2015,Ontario,"Total, 12 years and over",Both sexes,35,93.3
2015,Ontario,"Total, 12 years and over",Males,35,93.6
2015,Ontario,"Total, 12 years and over",Females,35,93.0
2015,Ontario,12 to 17 years,Both sexes,35,97.5
2015,Ontario,12 to 17 years,Males,35,97.7
2015,Ontario,12 to 17 years,Females,35,97.4
2015,Ontario,18 to 34 years,Both sexes,35,96.6
2015,Ontario,18 to 34 years,Males,35,97.2
2015,Ontario,18 to 34 years,Females,35,96.0
2015,Ontario,35 to 49 years,Both sexes,35,93.2
2015,Ontario,35 to 49 years,Males,35,94.1
2015,Ontario,35 to 49 years,Females,35,92.4
2015,Ontario,50 to 64 years,Both sexes,35,90.9
2015,Ontario,50 to 64 years,Males,35,90.4
2015,Ontario,50 to 64 years,Females,35,91.4
2015,Ontario,65 years and over,Both sexes,35,89.7
2015,Ontario,65 years and over,Males,35,89.3
2015,Ontario,65 years and over,Females,35,90.1
2015,Manitoba,"Total, 12 years and over",Both sexes,46,92.5
2015,Manitoba,"Total, 12 years and over",Males,46,93.6
2015,Manitoba,"Total, 12 years and over",Females,46,91.4
2015,Manitoba,12 to 17 years,Both sexes,46,97.8
2015,Manitoba,12 to 17 years,Males,46,97.7
2015,Manitoba,12 to 17 years,Females,46,97.9
2015,Manitoba,18 to 34 years,Both sexes,46,93.7
2015,Manitoba,18 to 34 years,Males,46,94.0
2015,Manitoba,18 to 34 years,Females,46,93.4
2015,Manitoba,35 to 49 years,Both sexes,46,94.0
2015,Manitoba,35 to 49 years,Males,46,95.8
2015,Manitoba,35 to 49 years,Females,46,92.1
2015,Manitoba,50 to 64 years,Both sexes,46,92.3
2015,Manitoba,50 to 64 years,Males,46,93.5
2015,Manitoba,50 to 64 years,Females,46,91.1
2015,Manitoba,65 years and over,Both sexes,46,85.9
2015,Manitoba,65 years and over,Males,46,86.9
2015,Manitoba,65 years and over,Females,46,85.1
2015,Saskatchewan,"Total, 12 years and over",Both sexes,47,92.6
2015,Saskatchewan,"Total, 12 years and over",Males,47,93.6
2015,Saskatchewan,"Total, 12 years and over",Females,47,91.6
2015,Saskatchewan,12 to 17 years,Both sexes,47,99.8
2015,Saskatchewan,12 to 17 years,Males,47,99.5
2015,Saskatchewan,12 to 17 years,Females,47,100.0
2015,Saskatchewan,18 to 34 years,Both sexes,47,96.2
2015,Saskatchewan,18 to 34 years,Males,47,96.0
2015,Saskatchewan,18 to 34 years,Females,47,96.4
2015,Saskatchewan,35 to 49 years,Both sexes,47,91.6
2015,Saskatchewan,35 to 49 years,Males,47,91.8
2015,Saskatchewan,35 to 49 years,Females,47,91.3
2015,Saskatchewan,50 to 64 years,Both sexes,47,90.0
2015,Saskatchewan,50 to 64 years,Males,47,91.4
2015,Saskatchewan,50 to 64 years,Females,47,88.5
2015,Saskatchewan,65 years and over,Both sexes,47,88.0
2015,Saskatchewan,65 years and over,Males,47,92.1
2015,Saskatchewan,65 years and over,Females,47,84.5
2015,Alberta,"Total, 12 years and over",Both sexes,48,93.8
2015,Alberta,"Total, 12 years and over",Males,48,94.0
2015,Alberta,"Total, 12 years and over",Females,48,93.6
2015,Alberta,12 to 17 years,Both sexes,48,98.1
2015,Alberta,12 to 17 years,Males,48,98.1
2015,Alberta,12 to 17 years,Females,48,98.0
2015,Alberta,18 to 34 years,Both sexes,48,96.7
2015,Alberta,18 to 34 years,Males,48,96.4
2015,Alberta,18 to 34 years,Females,48,97.1
2015,Alberta,35 to 49 years,Both sexes,48,94.8
2015,Alberta,35 to 49 years,Males,48,95.4
2015,Alberta,35 to 49 years,Females,48,94.2
2015,Alberta,50 to 64 years,Both sexes,48,89.1
2015,Alberta,50 to 64 years,Males,48,88.3
2015,Alberta,50 to 64 years,Females,48,90.1
2015,Alberta,65 years and over,Both sexes,48,90.2
2015,Alberta,65 years and over,Males,48,92.5
2015,Alberta,65 years and over,Females,48,88.1
2015,British Columbia,"Total, 12 years and over",Both sexes,59,93.0
2015,British Columbia,"Total, 12 years and over",Males,59,92.5
2015,British Columbia,"Total, 12 years and over",Females,59,93.6
2015,British Columbia,12 to 17 years,Both sexes,59,99.3
2015,British Columbia,12 to 17 years,Males,59,99.5
2015,British Columbia,12 to 17 years,Females,59,99.1
2015,British Columbia,18 to 34 years,Both sexes,59,95.4
2015,British Columbia,18 to 34 years,Males,59,94.8
2015,British Columbia,18 to 34 years,Females,59,95.9
2015,British Columbia,35 to 49 years,Both sexes,59,92.6
2015,British Columbia,35 to 49 years,Males,59,92.0
2015,British Columbia,35 to 49 years,Females,59,93.0
2015,British Columbia,50 to 64 years,Both sexes,59,91.3
2015,British Columbia,50 to 64 years,Males,59,89.8
2015,British Columbia,50 to 64 years,Females,59,92.9
2015,British Columbia,65 years and over,Both sexes,59,90.2
2015,British Columbia,65 years and over,Males,59,90.2
2015,British Columbia,65 years and over,Females,59,90.2
2016,Canada,"Total, 12 years and over",Males,,92.6
2016,Canada,"Total, 12 years and over",Females,,92.5
2016,Canada,12 to 17 years,Both sexes,,97.6
2016,Canada,12 to 17 years,Males,,97.9
2016,Canada,12 to 17 years,Females,,97.3
2016,Canada,18 to 34 years,Both sexes,,94.9
2016,Canada,18 to 34 years,Males,,93.9
2016,Canada,18 to 34 years,Females,,95.9
2016,Canada,35 to 49 years,Both sexes,,92.6
2016,Canada,35 to 49 years,Males,,92.9
2016,Canada,35 to 49 years,Females,,92.4
2016,Canada,50 to 64 years,Both sexes,,90.3
2016,Canada,50 to 64 years,Males,,90.8
2016,Canada,50 to 64 years,Females,,89.7
2016,Canada,65 years and over,Both sexes,,89.9
2016,Canada,65 years and over,Males,,90.2
2016,Canada,65 years and over,Females,,89.7
2016,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,93.2
2016,Newfoundland and Labrador,"Total, 12 years and over",Males,10,94.1
2016,Newfoundland and Labrador,"Total, 12 years and over",Females,10,92.3
2016,Newfoundland and Labrador,12 to 17 years,Both sexes,10,97.8
2016,Newfoundland and Labrador,12 to 17 years,Males,10,100.0
2016,Newfoundland and Labrador,12 to 17 years,Females,10,95.7
2016,Newfoundland and Labrador,18 to 34 years,Both sexes,10,94.2
2016,Newfoundland and Labrador,18 to 34 years,Males,10,96.5
2016,Newfoundland and Labrador,18 to 34 years,Females,10,91.8
2016,Newfoundland and Labrador,35 to 49 years,Both sexes,10,93.5
2016,Newfoundland and Labrador,35 to 49 years,Males,10,94.5
2016,Newfoundland and Labrador,35 to 49 years,Females,10,92.5
2016,Newfoundland and Labrador,50 to 64 years,Both sexes,10,91.6
2016,Newfoundland and Labrador,50 to 64 years,Males,10,90.9
2016,Newfoundland and Labrador,50 to 64 years,Females,10,92.2
2016,Newfoundland and Labrador,65 years and over,Both sexes,10,92.3
2016,Newfoundland and Labrador,65 years and over,Males,10,93.0
2016,Newfoundland and Labrador,65 years and over,Females,10,91.7
2016,Prince Edward Island,"Total, 12 years and over",Both sexes,11,94.1
2016,Prince Edward Island,"Total, 12 years and over",Males,11,94.5
2016,Prince Edward Island,"Total, 12 years and over",Females,11,93.7
2016,Prince Edward Island,12 to 17 years,Both sexes,11,98.0
2016,Prince Edward Island,12 to 17 years,Males,11,96.0
2016,Prince Edward Island,12 to 17 years,Females,11,100.0
2016,Prince Edward Island,18 to 34 years,Both sexes,11,98.2
2016,Prince Edward Island,18 to 34 years,Males,11,97.0
2016,Prince Edward Island,18 to 34 years,Females,11,99.3
2016,Prince Edward Island,35 to 49 years,Both sexes,11,90.9
2016,Prince Edward Island,35 to 49 years,Males,11,92.3
2016,Prince Edward Island,35 to 49 years,Females,11,89.5
2016,Prince Edward Island,50 to 64 years,Both sexes,11,92.7
2016,Prince Edward Island,50 to 64 years,Males,11,94.6
2016,Prince Edward Island,50 to 64 years,Females,11,91.0
2016,Prince Edward Island,65 years and over,Both sexes,11,93.3
2016,Prince Edward Island,65 years and over,Males,11,93.0
2016,Prince Edward Island,65 years and over,Females,11,93.5
2016,Nova Scotia,"Total, 12 years and over",Both sexes,12,90.8
2016,Nova Scotia,"Total, 12 years and over",Males,12,91.2
2016,Nova Scotia,"Total, 12 years and over",Females,12,90.4
2016,Nova Scotia,12 to 17 years,Both sexes,12,98.3
2016,Nova Scotia,12 to 17 years,Males,12,100.0
2016,Nova Scotia,12 to 17 years,Females,12,96.4
2016,Nova Scotia,18 to 34 years,Both sexes,12,93.2
2016,Nova Scotia,18 to 34 years,Males,12,93.6
2016,Nova Scotia,18 to 34 years,Females,12,92.8
2016,Nova Scotia,35 to 49 years,Both sexes,12,92.3
2016,Nova Scotia,35 to 49 years,Males,12,90.9
2016,Nova Scotia,35 to 49 years,Females,12,93.6
2016,Nova Scotia,50 to 64 years,Both sexes,12,86.6
2016,Nova Scotia,50 to 64 years,Males,12,88.4
2016,Nova Scotia,50 to 64 years,Females,12,85.0
2016,Nova Scotia,65 years and over,Both sexes,12,89.5
2016,Nova Scotia,65 years and over,Males,12,89.0
2016,Nova Scotia,65 years and over,Females,12,89.9
2016,New Brunswick,"Total, 12 years and over",Both sexes,13,93.2
2016,New Brunswick,"Total, 12 years and over",Males,13,93.3
2016,New Brunswick,"Total, 12 years and over",Females,13,93.0
2016,New Brunswick,12 to 17 years,Both sexes,13,96.1
2016,New Brunswick,12 to 17 years,Males,13,98.2
2016,New Brunswick,12 to 17 years,Females,13,93.9
2016,New Brunswick,18 to 34 years,Both sexes,13,96.1
2016,New Brunswick,18 to 34 years,Males,13,96.0
2016,New Brunswick,18 to 34 years,Females,13,96.1
2016,New Brunswick,35 to 49 years,Both sexes,13,95.0
2016,New Brunswick,35 to 49 years,Males,13,93.9
2016,New Brunswick,35 to 49 years,Females,13,95.9
2016,New Brunswick,50 to 64 years,Both sexes,13,91.4
2016,New Brunswick,50 to 64 years,Males,13,91.0
2016,New Brunswick,50 to 64 years,Females,13,91.7
2016,New Brunswick,65 years and over,Both sexes,13,89.3
2016,New Brunswick,65 years and over,Males,13,90.6
2016,New Brunswick,65 years and over,Females,13,88.2
2016,Quebec,"Total, 12 years and over",Both sexes,24,93.9
2016,Quebec,"Total, 12 years and over",Males,24,93.9
2016,Quebec,"Total, 12 years and over",Females,24,93.9
2016,Quebec,12 to 17 years,Both sexes,24,96.9
2016,Quebec,12 to 17 years,Males,24,96.6
2016,Quebec,12 to 17 years,Females,24,97.2
2016,Quebec,18 to 34 years,Both sexes,24,96.2
2016,Quebec,18 to 34 years,Males,24,95.3
2016,Quebec,18 to 34 years,Females,24,97.0
2016,Quebec,35 to 49 years,Both sexes,24,93.7
2016,Quebec,35 to 49 years,Males,24,93.9
2016,Quebec,35 to 49 years,Females,24,93.6
2016,Quebec,50 to 64 years,Both sexes,24,92.3
2016,Quebec,50 to 64 years,Males,24,92.7
2016,Quebec,50 to 64 years,Females,24,92.0
2016,Quebec,65 years and over,Both sexes,24,92.0
2016,Quebec,65 years and over,Males,24,92.4
2016,Quebec,65 years and over,Females,24,91.6
2016,Ontario,"Total, 12 years and over",Both sexes,35,91.8
2016,Ontario,"Total, 12 years and over",Males,35,91.4
2016,Ontario,"Total, 12 years and over",Females,35,92.2
2016,Ontario,12 to 17 years,Both sexes,35,97.4
2016,Ontario,12 to 17 years,Males,35,97.8
2016,Ontario,12 to 17 years,Females,35,96.9
2016,Ontario,18 to 34 years,Both sexes,35,93.6
2016,Ontario,18 to 34 years,Males,35,91.6
2016,Ontario,18 to 34 years,Females,35,95.6
2016,Ontario,35 to 49 years,Both sexes,35,92.1
2016,Ontario,35 to 49 years,Males,35,92.3
2016,Ontario,35 to 49 years,Females,35,91.9
2016,Ontario,50 to 64 years,Both sexes,35,89.7
2016,Ontario,50 to 64 years,Males,35,90.0
2016,Ontario,50 to 64 years,Females,35,89.4
2016,Ontario,65 years and over,Both sexes,35,89.1
2016,Ontario,65 years and over,Males,35,88.4
2016,Ontario,65 years and over,Females,35,89.7
2016,Manitoba,"Total, 12 years and over",Both sexes,46,92.0
2016,Manitoba,"Total, 12 years and over",Males,46,91.6
2016,Manitoba,"Total, 12 years and over",Females,46,92.5
2016,Manitoba,12 to 17 years,Both sexes,46,99.6
2016,Manitoba,12 to 17 years,Males,46,100.0
2016,Manitoba,12 to 17 years,Females,46,99.2
2016,Manitoba,18 to 34 years,Both sexes,46,93.3
2016,Manitoba,18 to 34 years,Males,46,93.6
2016,Manitoba,18 to 34 years,Females,46,93.1
2016,Manitoba,35 to 49 years,Both sexes,46,92.9
2016,Manitoba,35 to 49 years,Males,46,92.3
2016,Manitoba,35 to 49 years,Females,46,93.5
2016,Manitoba,50 to 64 years,Both sexes,46,89.1
2016,Manitoba,50 to 64 years,Males,46,86.8
2016,Manitoba,50 to 64 years,Females,46,91.4
2016,Manitoba,65 years and over,Both sexes,46,89.0
2016,Manitoba,65 years and over,Males,46,89.7
2016,Manitoba,65 years and over,Females,46,88.5
2016,Saskatchewan,"Total, 12 years and over",Both sexes,47,95.1
2016,Saskatchewan,"Total, 12 years and over",Males,47,96.0
2016,Saskatchewan,"Total, 12 years and over",Females,47,94.2
2016,Saskatchewan,12 to 17 years,Both sexes,47,98.2
2016,Saskatchewan,12 to 17 years,Males,47,96.9
2016,Saskatchewan,12 to 17 years,Females,47,99.6
2016,Saskatchewan,18 to 34 years,Both sexes,47,97.1
2016,Saskatchewan,18 to 34 years,Males,47,96.3
2016,Saskatchewan,18 to 34 years,Females,47,97.8
2016,Saskatchewan,35 to 49 years,Both sexes,47,95.7
2016,Saskatchewan,35 to 49 years,Males,47,97.8
2016,Saskatchewan,35 to 49 years,Females,47,93.6
2016,Saskatchewan,50 to 64 years,Both sexes,47,93.1
2016,Saskatchewan,50 to 64 years,Males,47,96.3
2016,Saskatchewan,50 to 64 years,Females,47,89.8
2016,Saskatchewan,65 years and over,Both sexes,47,92.2
2016,Saskatchewan,65 years and over,Males,47,91.4
2016,Saskatchewan,65 years and over,Females,47,92.8
2016,Alberta,"Total, 12 years and over",Both sexes,48,92.9
2016,Alberta,"Total, 12 years and over",Males,48,93.3
2016,Alberta,"Total, 12 years and over",Females,48,92.5
2016,Alberta,12 to 17 years,Both sexes,48,97.7
2016,Alberta,12 to 17 years,Males,48,97.6
2016,Alberta,12 to 17 years,Females,48,97.8
2016,Alberta,18 to 34 years,Both sexes,48,94.9
2016,Alberta,18 to 34 years,Males,48,94.4
2016,Alberta,18 to 34 years,Females,48,95.4
2016,Alberta,35 to 49 years,Both sexes,48,93.5
2016,Alberta,35 to 49 years,Males,48,94.5
2016,Alberta,35 to 49 years,Females,48,92.4
2016,Alberta,50 to 64 years,Both sexes,48,88.8
2016,Alberta,50 to 64 years,Males,48,90.0
2016,Alberta,50 to 64 years,Females,48,87.6
2016,Alberta,65 years and over,Both sexes,48,91.1
2016,Alberta,65 years and over,Males,48,91.0
2016,Alberta,65 years and over,Females,48,91.1
2016,British Columbia,"Total, 12 years and over",Both sexes,59,91.7
2016,British Columbia,"Total, 12 years and over",Males,59,92.6
2016,British Columbia,"Total, 12 years and over",Females,59,90.9
2016,British Columbia,12 to 17 years,Both sexes,59,98.5
2016,British Columbia,12 to 17 years,Males,59,99.4
2016,British Columbia,12 to 17 years,Females,59,97.6
2016,British Columbia,18 to 34 years,Both sexes,59,96.4
2016,British Columbia,18 to 34 years,Males,59,96.2
2016,British Columbia,18 to 34 years,Females,59,96.6
2016,British Columbia,35 to 49 years,Both sexes,59,90.4
2016,British Columbia,35 to 49 years,Males,59,90.4
2016,British Columbia,35 to 49 years,Females,59,90.3
2016,British Columbia,50 to 64 years,Both sexes,59,89.3
2016,British Columbia,50 to 64 years,Males,59,90.4
2016,British Columbia,50 to 64 years,Females,59,88.3
2016,British Columbia,65 years and over,Both sexes,59,87.3
2016,British Columbia,65 years and over,Males,59,90.1
2016,British Columbia,65 years and over,Females,59,84.8
2017,Canada,"Total, 12 years and over",Males,,92.8
2017,Canada,"Total, 12 years and over",Females,,93.0
2017,Canada,12 to 17 years,Both sexes,,97.9
2017,Canada,12 to 17 years,Males,,98.4
2017,Canada,12 to 17 years,Females,,97.3
2017,Canada,18 to 34 years,Both sexes,,95.0
2017,Canada,18 to 34 years,Males,,94.7
2017,Canada,18 to 34 years,Females,,95.3
2017,Canada,35 to 49 years,Both sexes,,93.4
2017,Canada,35 to 49 years,Males,,93.5
2017,Canada,35 to 49 years,Females,,93.2
2017,Canada,50 to 64 years,Both sexes,,90.6
2017,Canada,50 to 64 years,Males,,90.4
2017,Canada,50 to 64 years,Females,,90.9
2017,Canada,65 years and over,Both sexes,,90.2
2017,Canada,65 years and over,Males,,89.8
2017,Canada,65 years and over,Females,,90.6
2017,Newfoundland and Labrador,"Total, 12 years and over",Both sexes,10,92.3
2017,Newfoundland and Labrador,"Total, 12 years and over",Males,10,93.1
2017,Newfoundland and Labrador,"Total, 12 years and over",Females,10,91.4
2017,Newfoundland and Labrador,12 to 17 years,Both sexes,10,95.8
2017,Newfoundland and Labrador,12 to 17 years,Males,10,94.2
2017,Newfoundland and Labrador,12 to 17 years,Females,10,97.3
2017,Newfoundland and Labrador,18 to 34 years,Both sexes,10,91.7
2017,Newfoundland and Labrador,18 to 34 years,Males,10,94.3
2017,Newfoundland and Labrador,18 to 34 years,Females,10,89.0
2017,Newfoundland and Labrador,35 to 49 years,Both sexes,10,95.5
2017,Newfoundland and Labrador,35 to 49 years,Males,10,97.2
2017,Newfoundland and Labrador,35 to 49 years,Females,10,93.7
2017,Newfoundland and Labrador,50 to 64 years,Both sexes,10,90.1
2017,Newfoundland and Labrador,50 to 64 years,Males,10,91.3
2017,Newfoundland and Labrador,50 to 64 years,Females,10,88.8
2017,Newfoundland and Labrador,65 years and over,Both sexes,10,91.2
2017,Newfoundland and Labrador,65 years and over,Males,10,89.0
2017,Newfoundland and Labrador,65 years and over,Females,10,93.0
2017,Prince Edward Island,"Total, 12 years and over",Both sexes,11,92.4
2017,Prince Edward Island,"Total, 12 years and over",Males,11,93.7
2017,Prince Edward Island,"Total, 12 years and over",Females,11,91.1
2017,Prince Edward Island,12 to 17 years,Both sexes,11,98.7
2017,Prince Edward Island,12 to 17 years,Males,11,100.0
2017,Prince Edward Island,12 to 17 years,Females,11,97.3
2017,Prince Edward Island,18 to 34 years,Both sexes,11,92.2
2017,Prince Edward Island,18 to 34 years,Males,11,96.5
2017,Prince Edward Island,18 to 34 years,Females,11,88.0
2017,Prince Edward Island,35 to 49 years,Both sexes,11,95.1
2017,Prince Edward Island,35 to 49 years,Males,11,92.6
2017,Prince Edward Island,35 to 49 years,Females,11,97.5
2017,Prince Edward Island,50 to 64 years,Both sexes,11,88.9
2017,Prince Edward Island,50 to 64 years,Males,11,91.2
2017,Prince Edward Island,50 to 64 years,Females,11,86.8
2017,Prince Edward Island,65 years and over,Both sexes,11,91.8
2017,Prince Edward Island,65 years and over,Males,11,92.6
2017,Prince Edward Island,65 years and over,Females,11,91.2
2017,Nova Scotia,"Total, 12 years and over",Both sexes,12,91.1
2017,Nova Scotia,"Total, 12 years and over",Males,12,89.2
2017,Nova Scotia,"Total, 12 years and over",Females,12,92.9
2017,Nova Scotia,12 to 17 years,Both sexes,12,99.7
2017,Nova Scotia,12 to 17 years,Males,12,100.0
2017,Nova Scotia,12 to 17 years,Females,12,99.3
2017,Nova Scotia,18 to 34 years,Both sexes,12,94.7
2017,Nova Scotia,18 to 34 years,Males,12,94.9
2017,Nova Scotia,18 to 34 years,Females,12,94.4
2017,Nova Scotia,35 to 49 years,Both sexes,12,89.9
2017,Nova Scotia,35 to 49 years,Males,12,89.6
2017,Nova Scotia,35 to 49 years,Females,12,90.2
2017,Nova Scotia,50 to 64 years,Both sexes,12,87.7
2017,Nova Scotia,50 to 64 years,Males,12,83.7
2017,Nova Scotia,50 to 64 years,Females,12,91.5
2017,Nova Scotia,65 years and over,Both sexes,12,90.0
2017,Nova Scotia,65 years and over,Males,12,85.4
2017,Nova Scotia,65 years and over,Females,12,93.9
2017,New Brunswick,"Total, 12 years and over",Both sexes,13,92.4
2017,New Brunswick,"Total, 12 years and over",Males,13,92.4
2017,New Brunswick,"Total, 12 years and over",Females,13,92.3
2017,New Brunswick,12 to 17 years,Both sexes,13,99.2
2017,New Brunswick,12 to 17 years,Males,13,98.5
2017,New Brunswick,12 to 17 years,Females,13,100.0
2017,New Brunswick,18 to 34 years,Both sexes,13,94.9
2017,New Brunswick,18 to 34 years,Males,13,94.6
2017,New Brunswick,18 to 34 years,Females,13,95.1
2017,New Brunswick,35 to 49 years,Both sexes,13,91.5
2017,New Brunswick,35 to 49 years,Males,13,93.8
2017,New Brunswick,35 to 49 years,Females,13,89.4
2017,New Brunswick,50 to 64 years,Both sexes,13,91.1
2017,New Brunswick,50 to 64 years,Males,13,89.7
2017,New Brunswick,50 to 64 years,Females,13,92.3
2017,New Brunswick,65 years and over,Both sexes,13,90.1
2017,New Brunswick,65 years and over,Males,13,89.9
2017,New Brunswick,65 years and over,Females,13,90.3
2017,Quebec,"Total, 12 years and over",Both sexes,24,94.0
2017,Quebec,"Total, 12 years and over",Males,24,94.0
2017,Quebec,"Total, 12 years and over",Females,24,94.0
2017,Quebec,12 to 17 years,Both sexes,24,97.1
2017,Quebec,12 to 17 years,Males,24,98.5
2017,Quebec,12 to 17 years,Females,24,95.6
2017,Quebec,18 to 34 years,Both sexes,24,95.5
2017,Quebec,18 to 34 years,Males,24,95.7
2017,Quebec,18 to 34 years,Females,24,95.3
2017,Quebec,35 to 49 years,Both sexes,24,94.0
2017,Quebec,35 to 49 years,Males,24,93.7
