Year,Géographie,Groupe d'âge,Sexe,GeoCode,Value
2015,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,92.0
2015,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,91.3
2015,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,92.6
2015,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,86.8
2015,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,86.2
2015,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,87.3
2015,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,94.2
2015,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,94.8
2015,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,93.6
2015,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,99.2
2015,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,98.4
2015,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,100.0
2015,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,95.6
2015,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,99.3
2015,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,92.0
2015,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,94.7
2015,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,93.0
2015,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,96.4
2015,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,92.6
2015,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,92.5
2015,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,92.8
2015,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,92.0
2015,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,93.0
2015,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,91.2
2015,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,92.3
2015,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,91.8
2015,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,92.8
2015,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,98.8
2015,Nouvelle-Écosse,12 à 17 ans,Hommes,12,100.0
2015,Nouvelle-Écosse,12 à 17 ans,Femmes,12,97.6
2015,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,92.9
2015,Nouvelle-Écosse,18 à 34 ans,Hommes,12,90.4
2015,Nouvelle-Écosse,18 à 34 ans,Femmes,12,95.5
2015,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,95.3
2015,Nouvelle-Écosse,35 à 49 ans,Hommes,12,94.8
2015,Nouvelle-Écosse,35 à 49 ans,Femmes,12,95.7
2015,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,90.4
2015,Nouvelle-Écosse,50 à 64 ans,Hommes,12,91.0
2015,Nouvelle-Écosse,50 à 64 ans,Femmes,12,90.0
2015,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,88.4
2015,Nouvelle-Écosse,65 ans et plus,Hommes,12,87.9
2015,Nouvelle-Écosse,65 ans et plus,Femmes,12,88.7
2015,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,90.0
2015,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,91.7
2015,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,88.4
2015,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,96.3
2015,Nouveau-Brunswick,12 à 17 ans,Hommes,13,95.9
2015,Nouveau-Brunswick,12 à 17 ans,Femmes,13,96.8
2015,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,90.5
2015,Nouveau-Brunswick,18 à 34 ans,Hommes,13,95.8
2015,Nouveau-Brunswick,18 à 34 ans,Femmes,13,85.1
2015,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,91.6
2015,Nouveau-Brunswick,35 à 49 ans,Hommes,13,93.5
2015,Nouveau-Brunswick,35 à 49 ans,Femmes,13,90.0
2015,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,87.7
2015,Nouveau-Brunswick,50 à 64 ans,Hommes,13,90.1
2015,Nouveau-Brunswick,50 à 64 ans,Femmes,13,85.5
2015,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,88.4
2015,Nouveau-Brunswick,65 ans et plus,Hommes,13,85.1
2015,Nouveau-Brunswick,65 ans et plus,Femmes,13,91.0
2015,Québec,"Total, 12 ans et plus",Les deux sexes,24,93.5
2015,Québec,"Total, 12 ans et plus",Hommes,24,93.7
2015,Québec,"Total, 12 ans et plus",Femmes,24,93.2
2015,Québec,12 à 17 ans,Les deux sexes,24,96.4
2015,Québec,12 à 17 ans,Hommes,24,96.4
2015,Québec,12 à 17 ans,Femmes,24,96.3
2015,Québec,18 à 34 ans,Les deux sexes,24,95.8
2015,Québec,18 à 34 ans,Hommes,24,96.1
2015,Québec,18 à 34 ans,Femmes,24,95.4
2015,Québec,35 à 49 ans,Les deux sexes,24,93.7
2015,Québec,35 à 49 ans,Hommes,24,93.5
2015,Québec,35 à 49 ans,Femmes,24,93.9
2015,Québec,50 à 64 ans,Les deux sexes,24,92.4
2015,Québec,50 à 64 ans,Hommes,24,93.1
2015,Québec,50 à 64 ans,Femmes,24,91.6
2015,Québec,65 ans et plus,Les deux sexes,24,90.5
2015,Québec,65 ans et plus,Hommes,24,90.1
2015,Québec,65 ans et plus,Femmes,24,90.7
2015,Ontario,"Total, 12 ans et plus",Les deux sexes,35,93.3
2015,Ontario,"Total, 12 ans et plus",Hommes,35,93.6
2015,Ontario,"Total, 12 ans et plus",Femmes,35,93.0
2015,Ontario,12 à 17 ans,Les deux sexes,35,97.5
2015,Ontario,12 à 17 ans,Hommes,35,97.7
2015,Ontario,12 à 17 ans,Femmes,35,97.4
2015,Ontario,18 à 34 ans,Les deux sexes,35,96.6
2015,Ontario,18 à 34 ans,Hommes,35,97.2
2015,Ontario,18 à 34 ans,Femmes,35,96.0
2015,Ontario,35 à 49 ans,Les deux sexes,35,93.2
2015,Ontario,35 à 49 ans,Hommes,35,94.1
2015,Ontario,35 à 49 ans,Femmes,35,92.4
2015,Ontario,50 à 64 ans,Les deux sexes,35,90.9
2015,Ontario,50 à 64 ans,Hommes,35,90.4
2015,Ontario,50 à 64 ans,Femmes,35,91.4
2015,Ontario,65 ans et plus,Les deux sexes,35,89.7
2015,Ontario,65 ans et plus,Hommes,35,89.3
2015,Ontario,65 ans et plus,Femmes,35,90.1
2015,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,92.5
2015,Manitoba,"Total, 12 ans et plus",Hommes,46,93.6
2015,Manitoba,"Total, 12 ans et plus",Femmes,46,91.4
2015,Manitoba,12 à 17 ans,Les deux sexes,46,97.8
2015,Manitoba,12 à 17 ans,Hommes,46,97.7
2015,Manitoba,12 à 17 ans,Femmes,46,97.9
2015,Manitoba,18 à 34 ans,Les deux sexes,46,93.7
2015,Manitoba,18 à 34 ans,Hommes,46,94.0
2015,Manitoba,18 à 34 ans,Femmes,46,93.4
2015,Manitoba,35 à 49 ans,Les deux sexes,46,94.0
2015,Manitoba,35 à 49 ans,Hommes,46,95.8
2015,Manitoba,35 à 49 ans,Femmes,46,92.1
2015,Manitoba,50 à 64 ans,Les deux sexes,46,92.3
2015,Manitoba,50 à 64 ans,Hommes,46,93.5
2015,Manitoba,50 à 64 ans,Femmes,46,91.1
2015,Manitoba,65 ans et plus,Les deux sexes,46,85.9
2015,Manitoba,65 ans et plus,Hommes,46,86.9
2015,Manitoba,65 ans et plus,Femmes,46,85.1
2015,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,92.6
2015,Saskatchewan,"Total, 12 ans et plus",Hommes,47,93.6
2015,Saskatchewan,"Total, 12 ans et plus",Femmes,47,91.6
2015,Saskatchewan,12 à 17 ans,Les deux sexes,47,99.8
2015,Saskatchewan,12 à 17 ans,Hommes,47,99.5
2015,Saskatchewan,12 à 17 ans,Femmes,47,100.0
2015,Saskatchewan,18 à 34 ans,Les deux sexes,47,96.2
2015,Saskatchewan,18 à 34 ans,Hommes,47,96.0
2015,Saskatchewan,18 à 34 ans,Femmes,47,96.4
2015,Saskatchewan,35 à 49 ans,Les deux sexes,47,91.6
2015,Saskatchewan,35 à 49 ans,Hommes,47,91.8
2015,Saskatchewan,35 à 49 ans,Femmes,47,91.3
2015,Saskatchewan,50 à 64 ans,Les deux sexes,47,90.0
2015,Saskatchewan,50 à 64 ans,Hommes,47,91.4
2015,Saskatchewan,50 à 64 ans,Femmes,47,88.5
2015,Saskatchewan,65 ans et plus,Les deux sexes,47,88.0
2015,Saskatchewan,65 ans et plus,Hommes,47,92.1
2015,Saskatchewan,65 ans et plus,Femmes,47,84.5
2015,Alberta,"Total, 12 ans et plus",Les deux sexes,48,93.8
2015,Alberta,"Total, 12 ans et plus",Hommes,48,94.0
2015,Alberta,"Total, 12 ans et plus",Femmes,48,93.6
2015,Alberta,12 à 17 ans,Les deux sexes,48,98.1
2015,Alberta,12 à 17 ans,Hommes,48,98.1
2015,Alberta,12 à 17 ans,Femmes,48,98.0
2015,Alberta,18 à 34 ans,Les deux sexes,48,96.7
2015,Alberta,18 à 34 ans,Hommes,48,96.4
2015,Alberta,18 à 34 ans,Femmes,48,97.1
2015,Alberta,35 à 49 ans,Les deux sexes,48,94.8
2015,Alberta,35 à 49 ans,Hommes,48,95.4
2015,Alberta,35 à 49 ans,Femmes,48,94.2
2015,Alberta,50 à 64 ans,Les deux sexes,48,89.1
2015,Alberta,50 à 64 ans,Hommes,48,88.3
2015,Alberta,50 à 64 ans,Femmes,48,90.1
2015,Alberta,65 ans et plus,Les deux sexes,48,90.2
2015,Alberta,65 ans et plus,Hommes,48,92.5
2015,Alberta,65 ans et plus,Femmes,48,88.1
2015,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,93.0
2015,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,92.5
2015,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,93.6
2015,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,99.3
2015,Colombie-Britannique,12 à 17 ans,Hommes,59,99.5
2015,Colombie-Britannique,12 à 17 ans,Femmes,59,99.1
2015,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,95.4
2015,Colombie-Britannique,18 à 34 ans,Hommes,59,94.8
2015,Colombie-Britannique,18 à 34 ans,Femmes,59,95.9
2015,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,92.6
2015,Colombie-Britannique,35 à 49 ans,Hommes,59,92.0
2015,Colombie-Britannique,35 à 49 ans,Femmes,59,93.0
2015,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,91.3
2015,Colombie-Britannique,50 à 64 ans,Hommes,59,89.8
2015,Colombie-Britannique,50 à 64 ans,Femmes,59,92.9
2015,Colombie-Britannique,65 ans et plus,Les deux sexes,59,90.2
2015,Colombie-Britannique,65 ans et plus,Hommes,59,90.2
2015,Colombie-Britannique,65 ans et plus,Femmes,59,90.2
2016,Canada,"Total, 12 ans et plus",Hommes,,92.6
2016,Canada,"Total, 12 ans et plus",Femmes,,92.5
2016,Canada,12 à 17 ans,Les deux sexes,,97.6
2016,Canada,12 à 17 ans,Hommes,,97.9
2016,Canada,12 à 17 ans,Femmes,,97.3
2016,Canada,18 à 34 ans,Les deux sexes,,94.9
2016,Canada,18 à 34 ans,Hommes,,93.9
2016,Canada,18 à 34 ans,Femmes,,95.9
2016,Canada,35 à 49 ans,Les deux sexes,,92.6
2016,Canada,35 à 49 ans,Hommes,,92.9
2016,Canada,35 à 49 ans,Femmes,,92.4
2016,Canada,50 à 64 ans,Les deux sexes,,90.3
2016,Canada,50 à 64 ans,Hommes,,90.8
2016,Canada,50 à 64 ans,Femmes,,89.7
2016,Canada,65 ans et plus,Les deux sexes,,89.9
2016,Canada,65 ans et plus,Hommes,,90.2
2016,Canada,65 ans et plus,Femmes,,89.7
2016,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,93.2
2016,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,94.1
2016,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,92.3
2016,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,97.8
2016,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,100.0
2016,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,95.7
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,94.2
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,96.5
2016,Terre-Neuve-et-Labrador,18 à 34 ans,Femmes,10,91.8
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Les deux sexes,10,93.5
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Hommes,10,94.5
2016,Terre-Neuve-et-Labrador,35 à 49 ans,Femmes,10,92.5
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Les deux sexes,10,91.6
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Hommes,10,90.9
2016,Terre-Neuve-et-Labrador,50 à 64 ans,Femmes,10,92.2
2016,Terre-Neuve-et-Labrador,65 ans et plus,Les deux sexes,10,92.3
2016,Terre-Neuve-et-Labrador,65 ans et plus,Hommes,10,93.0
2016,Terre-Neuve-et-Labrador,65 ans et plus,Femmes,10,91.7
2016,Île-du-Prince-Édouard,"Total, 12 ans et plus",Les deux sexes,11,94.1
2016,Île-du-Prince-Édouard,"Total, 12 ans et plus",Hommes,11,94.5
2016,Île-du-Prince-Édouard,"Total, 12 ans et plus",Femmes,11,93.7
2016,Île-du-Prince-Édouard,12 à 17 ans,Les deux sexes,11,98.0
2016,Île-du-Prince-Édouard,12 à 17 ans,Hommes,11,96.0
2016,Île-du-Prince-Édouard,12 à 17 ans,Femmes,11,100.0
2016,Île-du-Prince-Édouard,18 à 34 ans,Les deux sexes,11,98.2
2016,Île-du-Prince-Édouard,18 à 34 ans,Hommes,11,97.0
2016,Île-du-Prince-Édouard,18 à 34 ans,Femmes,11,99.3
2016,Île-du-Prince-Édouard,35 à 49 ans,Les deux sexes,11,90.9
2016,Île-du-Prince-Édouard,35 à 49 ans,Hommes,11,92.3
2016,Île-du-Prince-Édouard,35 à 49 ans,Femmes,11,89.5
2016,Île-du-Prince-Édouard,50 à 64 ans,Les deux sexes,11,92.7
2016,Île-du-Prince-Édouard,50 à 64 ans,Hommes,11,94.6
2016,Île-du-Prince-Édouard,50 à 64 ans,Femmes,11,91.0
2016,Île-du-Prince-Édouard,65 ans et plus,Les deux sexes,11,93.3
2016,Île-du-Prince-Édouard,65 ans et plus,Hommes,11,93.0
2016,Île-du-Prince-Édouard,65 ans et plus,Femmes,11,93.5
2016,Nouvelle-Écosse,"Total, 12 ans et plus",Les deux sexes,12,90.8
2016,Nouvelle-Écosse,"Total, 12 ans et plus",Hommes,12,91.2
2016,Nouvelle-Écosse,"Total, 12 ans et plus",Femmes,12,90.4
2016,Nouvelle-Écosse,12 à 17 ans,Les deux sexes,12,98.3
2016,Nouvelle-Écosse,12 à 17 ans,Hommes,12,100.0
2016,Nouvelle-Écosse,12 à 17 ans,Femmes,12,96.4
2016,Nouvelle-Écosse,18 à 34 ans,Les deux sexes,12,93.2
2016,Nouvelle-Écosse,18 à 34 ans,Hommes,12,93.6
2016,Nouvelle-Écosse,18 à 34 ans,Femmes,12,92.8
2016,Nouvelle-Écosse,35 à 49 ans,Les deux sexes,12,92.3
2016,Nouvelle-Écosse,35 à 49 ans,Hommes,12,90.9
2016,Nouvelle-Écosse,35 à 49 ans,Femmes,12,93.6
2016,Nouvelle-Écosse,50 à 64 ans,Les deux sexes,12,86.6
2016,Nouvelle-Écosse,50 à 64 ans,Hommes,12,88.4
2016,Nouvelle-Écosse,50 à 64 ans,Femmes,12,85.0
2016,Nouvelle-Écosse,65 ans et plus,Les deux sexes,12,89.5
2016,Nouvelle-Écosse,65 ans et plus,Hommes,12,89.0
2016,Nouvelle-Écosse,65 ans et plus,Femmes,12,89.9
2016,Nouveau-Brunswick,"Total, 12 ans et plus",Les deux sexes,13,93.2
2016,Nouveau-Brunswick,"Total, 12 ans et plus",Hommes,13,93.3
2016,Nouveau-Brunswick,"Total, 12 ans et plus",Femmes,13,93.0
2016,Nouveau-Brunswick,12 à 17 ans,Les deux sexes,13,96.1
2016,Nouveau-Brunswick,12 à 17 ans,Hommes,13,98.2
2016,Nouveau-Brunswick,12 à 17 ans,Femmes,13,93.9
2016,Nouveau-Brunswick,18 à 34 ans,Les deux sexes,13,96.1
2016,Nouveau-Brunswick,18 à 34 ans,Hommes,13,96.0
2016,Nouveau-Brunswick,18 à 34 ans,Femmes,13,96.1
2016,Nouveau-Brunswick,35 à 49 ans,Les deux sexes,13,95.0
2016,Nouveau-Brunswick,35 à 49 ans,Hommes,13,93.9
2016,Nouveau-Brunswick,35 à 49 ans,Femmes,13,95.9
2016,Nouveau-Brunswick,50 à 64 ans,Les deux sexes,13,91.4
2016,Nouveau-Brunswick,50 à 64 ans,Hommes,13,91.0
2016,Nouveau-Brunswick,50 à 64 ans,Femmes,13,91.7
2016,Nouveau-Brunswick,65 ans et plus,Les deux sexes,13,89.3
2016,Nouveau-Brunswick,65 ans et plus,Hommes,13,90.6
2016,Nouveau-Brunswick,65 ans et plus,Femmes,13,88.2
2016,Québec,"Total, 12 ans et plus",Les deux sexes,24,93.9
2016,Québec,"Total, 12 ans et plus",Hommes,24,93.9
2016,Québec,"Total, 12 ans et plus",Femmes,24,93.9
2016,Québec,12 à 17 ans,Les deux sexes,24,96.9
2016,Québec,12 à 17 ans,Hommes,24,96.6
2016,Québec,12 à 17 ans,Femmes,24,97.2
2016,Québec,18 à 34 ans,Les deux sexes,24,96.2
2016,Québec,18 à 34 ans,Hommes,24,95.3
2016,Québec,18 à 34 ans,Femmes,24,97.0
2016,Québec,35 à 49 ans,Les deux sexes,24,93.7
2016,Québec,35 à 49 ans,Hommes,24,93.9
2016,Québec,35 à 49 ans,Femmes,24,93.6
2016,Québec,50 à 64 ans,Les deux sexes,24,92.3
2016,Québec,50 à 64 ans,Hommes,24,92.7
2016,Québec,50 à 64 ans,Femmes,24,92.0
2016,Québec,65 ans et plus,Les deux sexes,24,92.0
2016,Québec,65 ans et plus,Hommes,24,92.4
2016,Québec,65 ans et plus,Femmes,24,91.6
2016,Ontario,"Total, 12 ans et plus",Les deux sexes,35,91.8
2016,Ontario,"Total, 12 ans et plus",Hommes,35,91.4
2016,Ontario,"Total, 12 ans et plus",Femmes,35,92.2
2016,Ontario,12 à 17 ans,Les deux sexes,35,97.4
2016,Ontario,12 à 17 ans,Hommes,35,97.8
2016,Ontario,12 à 17 ans,Femmes,35,96.9
2016,Ontario,18 à 34 ans,Les deux sexes,35,93.6
2016,Ontario,18 à 34 ans,Hommes,35,91.6
2016,Ontario,18 à 34 ans,Femmes,35,95.6
2016,Ontario,35 à 49 ans,Les deux sexes,35,92.1
2016,Ontario,35 à 49 ans,Hommes,35,92.3
2016,Ontario,35 à 49 ans,Femmes,35,91.9
2016,Ontario,50 à 64 ans,Les deux sexes,35,89.7
2016,Ontario,50 à 64 ans,Hommes,35,90.0
2016,Ontario,50 à 64 ans,Femmes,35,89.4
2016,Ontario,65 ans et plus,Les deux sexes,35,89.1
2016,Ontario,65 ans et plus,Hommes,35,88.4
2016,Ontario,65 ans et plus,Femmes,35,89.7
2016,Manitoba,"Total, 12 ans et plus",Les deux sexes,46,92.0
2016,Manitoba,"Total, 12 ans et plus",Hommes,46,91.6
2016,Manitoba,"Total, 12 ans et plus",Femmes,46,92.5
2016,Manitoba,12 à 17 ans,Les deux sexes,46,99.6
2016,Manitoba,12 à 17 ans,Hommes,46,100.0
2016,Manitoba,12 à 17 ans,Femmes,46,99.2
2016,Manitoba,18 à 34 ans,Les deux sexes,46,93.3
2016,Manitoba,18 à 34 ans,Hommes,46,93.6
2016,Manitoba,18 à 34 ans,Femmes,46,93.1
2016,Manitoba,35 à 49 ans,Les deux sexes,46,92.9
2016,Manitoba,35 à 49 ans,Hommes,46,92.3
2016,Manitoba,35 à 49 ans,Femmes,46,93.5
2016,Manitoba,50 à 64 ans,Les deux sexes,46,89.1
2016,Manitoba,50 à 64 ans,Hommes,46,86.8
2016,Manitoba,50 à 64 ans,Femmes,46,91.4
2016,Manitoba,65 ans et plus,Les deux sexes,46,89.0
2016,Manitoba,65 ans et plus,Hommes,46,89.7
2016,Manitoba,65 ans et plus,Femmes,46,88.5
2016,Saskatchewan,"Total, 12 ans et plus",Les deux sexes,47,95.1
2016,Saskatchewan,"Total, 12 ans et plus",Hommes,47,96.0
2016,Saskatchewan,"Total, 12 ans et plus",Femmes,47,94.2
2016,Saskatchewan,12 à 17 ans,Les deux sexes,47,98.2
2016,Saskatchewan,12 à 17 ans,Hommes,47,96.9
2016,Saskatchewan,12 à 17 ans,Femmes,47,99.6
2016,Saskatchewan,18 à 34 ans,Les deux sexes,47,97.1
2016,Saskatchewan,18 à 34 ans,Hommes,47,96.3
2016,Saskatchewan,18 à 34 ans,Femmes,47,97.8
2016,Saskatchewan,35 à 49 ans,Les deux sexes,47,95.7
2016,Saskatchewan,35 à 49 ans,Hommes,47,97.8
2016,Saskatchewan,35 à 49 ans,Femmes,47,93.6
2016,Saskatchewan,50 à 64 ans,Les deux sexes,47,93.1
2016,Saskatchewan,50 à 64 ans,Hommes,47,96.3
2016,Saskatchewan,50 à 64 ans,Femmes,47,89.8
2016,Saskatchewan,65 ans et plus,Les deux sexes,47,92.2
2016,Saskatchewan,65 ans et plus,Hommes,47,91.4
2016,Saskatchewan,65 ans et plus,Femmes,47,92.8
2016,Alberta,"Total, 12 ans et plus",Les deux sexes,48,92.9
2016,Alberta,"Total, 12 ans et plus",Hommes,48,93.3
2016,Alberta,"Total, 12 ans et plus",Femmes,48,92.5
2016,Alberta,12 à 17 ans,Les deux sexes,48,97.7
2016,Alberta,12 à 17 ans,Hommes,48,97.6
2016,Alberta,12 à 17 ans,Femmes,48,97.8
2016,Alberta,18 à 34 ans,Les deux sexes,48,94.9
2016,Alberta,18 à 34 ans,Hommes,48,94.4
2016,Alberta,18 à 34 ans,Femmes,48,95.4
2016,Alberta,35 à 49 ans,Les deux sexes,48,93.5
2016,Alberta,35 à 49 ans,Hommes,48,94.5
2016,Alberta,35 à 49 ans,Femmes,48,92.4
2016,Alberta,50 à 64 ans,Les deux sexes,48,88.8
2016,Alberta,50 à 64 ans,Hommes,48,90.0
2016,Alberta,50 à 64 ans,Femmes,48,87.6
2016,Alberta,65 ans et plus,Les deux sexes,48,91.1
2016,Alberta,65 ans et plus,Hommes,48,91.0
2016,Alberta,65 ans et plus,Femmes,48,91.1
2016,Colombie-Britannique,"Total, 12 ans et plus",Les deux sexes,59,91.7
2016,Colombie-Britannique,"Total, 12 ans et plus",Hommes,59,92.6
2016,Colombie-Britannique,"Total, 12 ans et plus",Femmes,59,90.9
2016,Colombie-Britannique,12 à 17 ans,Les deux sexes,59,98.5
2016,Colombie-Britannique,12 à 17 ans,Hommes,59,99.4
2016,Colombie-Britannique,12 à 17 ans,Femmes,59,97.6
2016,Colombie-Britannique,18 à 34 ans,Les deux sexes,59,96.4
2016,Colombie-Britannique,18 à 34 ans,Hommes,59,96.2
2016,Colombie-Britannique,18 à 34 ans,Femmes,59,96.6
2016,Colombie-Britannique,35 à 49 ans,Les deux sexes,59,90.4
2016,Colombie-Britannique,35 à 49 ans,Hommes,59,90.4
2016,Colombie-Britannique,35 à 49 ans,Femmes,59,90.3
2016,Colombie-Britannique,50 à 64 ans,Les deux sexes,59,89.3
2016,Colombie-Britannique,50 à 64 ans,Hommes,59,90.4
2016,Colombie-Britannique,50 à 64 ans,Femmes,59,88.3
2016,Colombie-Britannique,65 ans et plus,Les deux sexes,59,87.3
2016,Colombie-Britannique,65 ans et plus,Hommes,59,90.1
2016,Colombie-Britannique,65 ans et plus,Femmes,59,84.8
2017,Canada,"Total, 12 ans et plus",Hommes,,92.8
2017,Canada,"Total, 12 ans et plus",Femmes,,93.0
2017,Canada,12 à 17 ans,Les deux sexes,,97.9
2017,Canada,12 à 17 ans,Hommes,,98.4
2017,Canada,12 à 17 ans,Femmes,,97.3
2017,Canada,18 à 34 ans,Les deux sexes,,95.0
2017,Canada,18 à 34 ans,Hommes,,94.7
2017,Canada,18 à 34 ans,Femmes,,95.3
2017,Canada,35 à 49 ans,Les deux sexes,,93.4
2017,Canada,35 à 49 ans,Hommes,,93.5
2017,Canada,35 à 49 ans,Femmes,,93.2
2017,Canada,50 à 64 ans,Les deux sexes,,90.6
2017,Canada,50 à 64 ans,Hommes,,90.4
2017,Canada,50 à 64 ans,Femmes,,90.9
2017,Canada,65 ans et plus,Les deux sexes,,90.2
2017,Canada,65 ans et plus,Hommes,,89.8
2017,Canada,65 ans et plus,Femmes,,90.6
2017,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Les deux sexes,10,92.3
2017,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Hommes,10,93.1
2017,Terre-Neuve-et-Labrador,"Total, 12 ans et plus",Femmes,10,91.4
2017,Terre-Neuve-et-Labrador,12 à 17 ans,Les deux sexes,10,95.8
2017,Terre-Neuve-et-Labrador,12 à 17 ans,Hommes,10,94.2
2017,Terre-Neuve-et-Labrador,12 à 17 ans,Femmes,10,97.3
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Les deux sexes,10,91.7
2017,Terre-Neuve-et-Labrador,18 à 34 ans,Hommes,10,94.3
